,Datetime,Tweet Id,Text,Username
15,2021-12-02 17:12:23+00:00,1466455214752518144,"@bertwolters1966 Hallo Bert, excuses voor het ongemak. Als je nadat het pakket geleverd is drukt op je pakket volgen wat krijg je dan te zien? -Mario",AmazonHelp
16,2021-12-02 17:12:20+00:00,1466455201825579017,"@goyatdeepak22 We get your concern. Please respond to the email from our Social Media for further updates.

-Shiva",AmazonHelp
17,2021-12-02 17:12:16+00:00,1466455184314413064,"@Calva_erick ¡Hola! 
Será un placer asistirte, si gustas nos puedes indicar directamente aquí o por mensaje directo, ¿el producto es vendido y enviado directamente por Amazon México o por uno de nuestros vendedores externos?
-Ken",AmazonHelp
18,2021-12-02 17:12:08+00:00,1466455151242321922,"@Cocoontheleft Hi, there! We're really sorry this order didn't come complete! Could you tell us if this order was Shipped and Sold by Amazon, or one of our Third-Party sellers? You'll find the seller details here: https://t.co/Y5jpI9gRhE. Please let us know. We'll be here to help. -Dawn",AmazonHelp
19,2021-12-02 17:12:05+00:00,1466455141494710278,"@nintedno_now It's not available in UAE yet, but stay tuned.
-Bssam",AmazonHelp
20,2021-12-02 17:12:05+00:00,1466455138797772803,"@letharumi Entendemos! Como ainda esta dentro da data estimada de entrega, pedimos que aguarde até o final da data se você não receber nenhuma notificação sobre a entrega, por gentileza nos avise! -Rebeca",AmazonHelp
21,2021-12-02 17:12:03+00:00,1466455131260661770,"@ebi_riot12 Amazon公式です。お届けが遅れご迷惑をお掛けしており申し訳ございません。
セールに伴い出荷や配送が遅延している可能性がございます。到着を心待ちにされているところ大変心苦しい限りですが、お届けまでいましばらくお待ちくださいますようお願いいたします。白井",AmazonHelp
22,2021-12-02 17:12:00+00:00,1466455118233194501,"@Elobe83 Avez-vous eu l'occasion de signaler cet incident à Spreadshirt, je vous prie ? -Mehdi D",AmazonHelp
23,2021-12-02 17:11:51+00:00,1466455082770309125,"@citygirltkv Thanks for the additional information. For security reasons, w​e're unable to view your account details via Twitter. To clarify, are you experiencing an issue with an order? Keep us posted! -Sasha",AmazonHelp
24,2021-12-02 17:11:49+00:00,1466455071965822976,"@AmazonHelp Estava marcado pra chegar amanhã, fui verificar agora como estava o andamento do pedido e apareceu q eu tinha recusado a entrega e q cancelaram...",viniciuscomu
25,2021-12-02 17:11:47+00:00,1466455062817947649,@AmazonHelp That’s taking me too my Amazon account to check status of order I want to make complaint regarding with this issue and Amazon to take action,thesneakerswala
26,2021-12-02 17:11:44+00:00,1466455052848013315,"Could @amazonIN will deliver this product in this year or it will deliver in next year, Such a useless customer support I'm facing, after so much report and complaints not a single action has been taken @amazon @AmazonHelp @AmazonUK @amazonIN https://t.co/DMgHZnroV8",AmolAdhav
27,2021-12-02 17:11:41+00:00,1466455041112428546,"@Jerlan90109852 😍 🥰 
Ficamos felizes que seus livros chegaram! 🧡 
Desejamos uma ótima leitura!
-Marce",AmazonHelp
28,2021-12-02 17:11:39+00:00,1466455031343947778,"@Ameto98 詳細をお知らせいただきありがとうございます。
カスタマーサービスにて現在の状況をお伺いさせていただきたく存じます。お手数ですが下記リンクよりお問い合わせくださいませ。https://t.co/J6YEizo6qC *24時間対応　白井",AmazonHelp
29,2021-12-02 17:11:31+00:00,1466454997009420295,"@FitNik85 When you have a free moment, please provide your information and order details here: https://t.co/4PzWD2tp9h. Once we receive this information, we'll contact directly you as soon as possible. -Erin",AmazonHelp
30,2021-12-02 17:11:21+00:00,1466454955649290249,@chandanharitsa Could you please let us know the response provided by our support team? -Paul,AmazonHelp
31,2021-12-02 17:11:06+00:00,1466454892864802816,"@AmazonHelp ich habe das Formular ausgefüllt, auf das Sie mich gestern geworfen haben, und dort wurde gesagt, dass ich heute Abend bereits 6 Abende anrufen werde, und der Anruf war so!",Shilvya_charg
32,2021-12-02 17:11:00+00:00,1466454868307156995,"@red_sekito Amazonです。ブラックフライデーセールをご利用いただき、ありがとうございました✨✨　
今後ともAmazonをどうぞよろしくお願いいたします🙇　苅谷*",AmazonHelp
33,2021-12-02 17:10:37+00:00,1466454772173660173,"@RamKumarkl2298 The show will be out on Amazon Prime Video on 3rd Dec, 2021 at 12am IST. Kindly stay tuned.

- Jansi",AmazonHelp
34,2021-12-02 17:10:35+00:00,1466454764175212548,"@AmazonHelp Una respuesta muy generosa y robotizada, no me dieron ninguna solución.",chilaquilSLP
35,2021-12-02 17:10:25+00:00,1466454722039013382,@AmazonHelp Team.Please update what abt my amazon prime which I paid,satishk1432
36,2021-12-02 17:10:17+00:00,1466454686261784584,@AmazonHelp Spreadshirt gérait la commande mais j'ai reçu ça https://t.co/DLLZ28MuG3,Elobe83
37,2021-12-02 17:10:16+00:00,1466454681308250116,"@Jawadz95 Je suis sincèrement désolée pour le désagrément. Les dates d'expédition dépendent de plusieurs facteurs, notamment la région dans laquelle vous avez choisi de vous faire livrer ainsi que les variations inattendues de nos stocks. 
-Meryem",AmazonHelp
38,2021-12-02 17:10:13+00:00,1466454672097611776,"@ParshwaMehta9 We're sorry to know about the unpleasant experience you've had with your recent order. If the manufacturer is unable to help, request you to acquire a service denial letter, and we'll further look into this for you. -Manju",AmazonHelp
39,2021-12-02 17:10:07+00:00,1466454645878968320,"@Lexie_Kepple88 We understand your concern. To report a phishing text, phone call, or e-mail please visit: https://t.co/9S0oBG1WWP. We're here for you if you need anything else. -Mary",AmazonHelp
40,2021-12-02 17:10:02+00:00,1466454625800830976,@DJ_HAWTDAWG When you have a moment please e-mail your questions here: tours@amazon.com. Hope this helps! -Vern,AmazonHelp
41,2021-12-02 17:10:00+00:00,1466454614711189515,"@AmazonHelp Sim!! Os livros são lindos, não teve nenhuma falha.",I40LIV1A
42,2021-12-02 17:09:51+00:00,1466454577604177942,"@ABargler Hello. We're sorry to hear about the delay. When you have a moment, could you tell us the estimated arrival date(s) we e-mailed you for the Flextape and that certain flavor of energy drink? You can check here:  https://t.co/LFmlhtETNs. Let us know. We're here to help. -Hank",AmazonHelp
43,2021-12-02 17:09:20+00:00,1466454448499265541,@andyofficialTUS Thank you for understanding. -Manju,AmazonHelp
44,2021-12-02 17:09:12+00:00,1466454416618364936,@AmazonHelp I used that link already and no call ever comes through. Please provide a PHONE NUMBER.,FitNik85
45,2021-12-02 17:09:11+00:00,1466454410624708615,"@LolliZombi Understood. We're sorry to hear your order is not with you yet. If you haven't received your order by the date provided in your confirmation e-mail, please let us know. We'd love to help can get this escalated for you​! -Toshiba",AmazonHelp
46,2021-12-02 17:09:07+00:00,1466454393042186245,"@SaadMaz33734654 Thanks for the information. We'd like another opportunity to look into this with you. When you have a moment, please contact us here: https://t.co/hApLpMlfHN, and we can explore any available options. Keep us updated. -Tom",AmazonHelp
47,2021-12-02 17:09:06+00:00,1466454387929325580,"@viniciuscomu Olá! Por sua segurança por este meio não temos acesso à conta, não é recomendável compartilhar o número do pedido ou informações pessoais. Sentimos o acontecido. Nos diga, qual é a previsão de entrega? -Lyn",AmazonHelp
48,2021-12-02 17:09:04+00:00,1466454381084164102,@Colesy1977 Hello and thank you for reaching out. You can manage your Prime subscription here: https://t.co/rfz69GnVMn. - Ben,AmazonHelp
49,2021-12-02 17:08:57+00:00,1466454353577971718,"@FifTheGift Hey there. We'd like to assist in any way we can. Without providing any account details, can you please let us know what's going on? -Brandon",AmazonHelp
50,2021-12-02 17:08:49+00:00,1466454317922078720,"@AmazonHelp No. But there has been a notice that Amazon will return the funds within 5 days. Today I have cancelled the membership. You have to go through so many steps to cancel your membership, and I don't know how I became a member. Amazon's hypocrisy is obvious. thank you.",gjztiegjz
51,2021-12-02 17:08:47+00:00,1466454308258566145,@FitNik85 Thank for letting us know. You can reach us here: https://t.co/hApLpMlfHN. Please keep us posted. -Erin,AmazonHelp
52,2021-12-02 17:08:43+00:00,1466454292605329408,@amazonmex @AmazonHelp oye... Ya un mes de un pedido y nada!!! Me pueden ayudar MD??,Calva_erick
53,2021-12-02 17:08:39+00:00,1466454277405171719,"@MoraskScott Thank you for the confirmation. We aren't able to access your account details via social media platforms. Kindly reach us at the telephone number provided on the sign in screen, so we can look into this with you. Please keep us posted! -Paula",AmazonHelp
54,2021-12-02 17:08:37+00:00,1466454267024142337,@AmazonHelp hi I need help I ordered the shark ninja but it didn’t come with brushes like it was suppose to can someone help me ?,Cocoontheleft
55,2021-12-02 17:08:35+00:00,1466454259558354948,@AmazonHelp @amazon @amazonIN pls check my account and than respond. I hope than u will understand my query. And I assume you don’t read my earlier complaint. https://t.co/zLfZ1PIDrO,Ashish_Vijay10
56,2021-12-02 17:08:17+00:00,1466454185872744448,@AmazonHelp Okay I'll do the same,andyofficialTUS
57,2021-12-02 17:08:08+00:00,1466454146199044096,"@_juliete__ Olá!
Tudo bem?
Por favor, poderia nos informar se está com algum inconveniente com a entrega do seu pedido e nos informar a data estimada de entrega que consta na confirmação do pedido?
-Marce",AmazonHelp
58,2021-12-02 17:08:02+00:00,1466454120815026176,"@sui_61000 失礼いたします、Amazonです。このたびは、当サイトの梱包についてご不快の念をおかけしております。
よろしければ商品を特定の上、改善に努めます。お手数ですが下記ページをご確認の上、ご意見をお送りいただけますと幸いです。 https://t.co/0b6kdDBfLP 苅谷*",AmazonHelp
59,2021-12-02 17:08:00+00:00,1466454112120225794,"@amans1ngla Kindly, check for an email sent from our Social Media team with the subject line as 'your social media inquiry' and reply to it for further assistance. 

-Shareef",AmazonHelp
60,2021-12-02 17:07:54+00:00,1466454088682377216,"@AmazonHelp わざわざリプライありがとうございます。
エラーメッセージは特になく、字幕版を再生しても吹き替え版が再生されてしまいます。ご対応よろしくお願いいたします。",Ameto98
61,2021-12-02 17:07:38+00:00,1466454018503413767,"@Konami_Ai We're seriously impressed that you have ONE favorite, but we can understand it when we see who it is. 😍 We'd like to celebrate your friendship with Raichu! ❤️🤍 When you have a moment, please send your details to us here: https://t.co/kxjJlsVHB4. 📦💨 -Beth",AmazonHelp
62,2021-12-02 17:07:37+00:00,1466454014829240323,"@Mon_Torreao Pode nos dizer se nosso atendimento deram alguma instrução para você?
-Tamy",AmazonHelp
63,2021-12-02 17:07:34+00:00,1466454003793874945,@AmazonHelp 一連の流れを見てもらえれば、私が何を問題としているのかがわかるはずです,uminusus
64,2021-12-02 17:07:33+00:00,1466453998043471873,@AmazonHelp @AmitAgarwal @JeffBezos @ajassy Dump and Shameless Mr. @AmitAgarwal have all my details and he knows all my concern very well.,Mayur_Joglekar
65,2021-12-02 17:07:31+00:00,1466453993018646530,@AmazonHelp Great thanks for your concern.. when can i have a possible resolution to my concern?,chandanharitsa
66,2021-12-02 17:07:28+00:00,1466453979798380554,@AmazonHelp And it does not say anything about a missing item in that list so I still cannot request a new package. Please give me a phone number to speak with someone,FitNik85
67,2021-12-02 17:07:22+00:00,1466453951214075906,#InsideEdgeSeason3 When this season is going to stream in #Tami? at @PrimeVideoIN @PrimeVideo @AmazonHelp..,RamKumarkl2298
68,2021-12-02 17:07:16+00:00,1466453926119677955,"@RPlusOwl Oh nein. 🙄 Das tut uns leid. Meld dich doch bitte bei uns im Kundenservice über folgenden Link: https://t.co/dDmBEPionb damit wir eine andere Lösung finden, als deine SSDs in Reis einzulegen. -Katrin",AmazonHelp
69,2021-12-02 17:07:06+00:00,1466453886349283330,"@Elobe83 Bonjour, je suis navré de le savoir. Pourriez-vous nous préciser si l'article est expédié par Amazon ou par un vendeur tiers, je vous prie ? *-Mehdi D*",AmazonHelp
70,2021-12-02 17:06:51+00:00,1466453822671368203,@mssnkrhead704 Hey there. How can we assist you today? We look forward to hearing back from you! -Renee,AmazonHelp
71,2021-12-02 17:06:51+00:00,1466453822319083522,"@stevene07481403 We’re very sorry for any inconvenience this delay has caused! We always aim to meet the delivery date, but unexpected delays may occur. We want to make sure you receive your order by the updated delivery date. Please keep us posted on its arrival! -Jennifer",AmazonHelp
72,2021-12-02 17:06:41+00:00,1466453783244939266,"@LeoAnac Agradecemos pela informação!
Você chegou a receber uma nova data estimada de entrega por e-mail ou pelo site?
-Tai",AmazonHelp
73,2021-12-02 17:06:36+00:00,1466453758842482693,@The_AmitShukla Sorry to know that your order isn't picked up yet. Kindly reach out to our support team here: https://t.co/clWtOrkmkn for further assistance. Appreciate your patience and understanding. -Paul,AmazonHelp
74,2021-12-02 17:06:28+00:00,1466453728152592384,"reset the laptop for us. That has already been done by us and it is not helpful. The problem still persists. 

Need urgent help on this matter. 

@Lenovo @LenovoSupport @amazon @AmazonHelp 

10/10",ParshwaMehta9
75,2021-12-02 17:06:27+00:00,1466453723245420553,"@Ashish_Vijay10 We understand your concern regarding the refund on the returned order. Please note, a refund will be initiated in 24-48 hours once the product reaches our warehouse. This usually this takes 10-15 business days. Appreciate your understanding. 

- Jansi",AmazonHelp
76,2021-12-02 17:06:25+00:00,1466453714202292232,"as per the information provided by your customer care. (Screenshot attached).

After this incident, we called @AmazonHelp to find out how this can happen. 

They did not have any answer and instead, they asked us to register a new warranty with @LenovoSupport . 

5/10 https://t.co/a27S21p8Zb",ParshwaMehta9
77,2021-12-02 17:06:22+00:00,1466453699744735239,@AmazonHelp Já entrei em contato 3 vezes,Mon_Torreao
78,2021-12-02 17:06:18+00:00,1466453685614125059,@StarlitAudrey We're so glad to hear that you had an awesome experience with your delivery! Reach back out if you ever need us. We're here for you! -Rick,AmazonHelp
79,2021-12-02 17:06:12+00:00,1466453660280389634,"@AmazonHelp No I  cannot, just tweeted screenshot https://t.co/fdbe3QsvCJ",MoraskScott
80,2021-12-02 17:06:08+00:00,1466453643155189768,"@chilaquilSLP Estamos dando respuesta a tu consulta a través del DM que nos enviaste.
-Wen",AmazonHelp
81,2021-12-02 17:06:08+00:00,1466453642207285250,@nattyappgas Thank you for letting us know. Have you been provided with a new expected delivery date: https://t.co/Y5jpI9gRhE? -Kali,AmazonHelp
82,2021-12-02 17:06:08+00:00,1466453640806379534,"@AmazonHelp Nope, i have received any email stating why the order is cancelled and why the agent told confirmed me just before 1 hour of cancellation. I am more interested in finding that out",SaadMaz33734654
83,2021-12-02 17:06:02+00:00,1466453619528589313,"@EuVenus226 Isso porque, por questões de segurança das contas, não temos acesso a elas por aqui.
Precisando de ajuda, estamos à disposição!
-Marce
2/2",AmazonHelp
84,2021-12-02 17:06:01+00:00,1466453614700990471,"@AmazonHelp I've had 12+ conversations with you guys. No one is helpful. I trust no one that says they can help now.  Look up my name, my account, and Aaaalllll the notes (and recordings for training purposes?!) To figure out how badly you guys have feed and continue to f up my order.",citygirltkv
85,2021-12-02 17:05:57+00:00,1466453594685775874,"@Jmthoel Thank you for reaching out. We don't have account access via social media, but we want to help. We have some helpful information here: https://t.co/oyWB9lELD0, on how shipping and delivery dates are calculated. We hope this helps! -Lynette",AmazonHelp
86,2021-12-02 17:05:49+00:00,1466453562288922630,@AmazonHelp Ty for answering I’m usually in uk but because of the cold over there I’m taking vacation at the UAE so this year .se why does it not work in the uae?,nintedno_now
87,2021-12-02 17:05:40+00:00,1466453525492346889,"@TheRealBenjamen We'd like to help as best we can. To clarify, can you please let us know what delivery date was provided in your order confirmation e-mail? Again, you'll find this e-mail in your Message Center here: https://t.co/vaemQmbcMw. Please let us know so we may further assist. -Brooke",AmazonHelp
88,2021-12-02 17:05:38+00:00,1466453515191074817,"@DerpyDroid Hi, we suggest to not provide any personal or financial information if requested. Amazon does not reach out to the customers asking for any personal information or send external links. You can read more about it here: https://t.co/mel6wyUe0A",AmazonHelp
89,2021-12-02 17:05:36+00:00,1466453508308275210,@uminusus 当アカウントでは一般的なご案内をさせていただいており、Twitter上では再現する事ができかねます。ご案内できず大変恐縮ではございますが、いただきましたご投稿を元にサービスの改善・向上に尽力させていただきます。苅谷*,AmazonHelp
90,2021-12-02 17:05:35+00:00,1466453504264912900,"@AmazonHelp yo he comprado en AMAZON y debéis ser vosotros los que me envien el pedido , no puede ser que yo tenga que llamar a PAACK para arreglar vuestro problema con ellos, tres dias perdidos",ian554
91,2021-12-02 17:05:34+00:00,1466453499886067720,"@Mon_Torreao Olá, sentimos muito o que está acontecendo, pode nos confirmar se o seu pedido foi vendido e enviado por nós ou por um vendedor parceiro do nosso site?
-Tamy",AmazonHelp
92,2021-12-02 17:05:30+00:00,1466453485516435456,"@muffyway Boa tarde! Tudo bem? Você tem lista de desejos do nosso site, que alguém possa ter utilizado para te presentear? -Lê",AmazonHelp
93,2021-12-02 17:05:30+00:00,1466453482265792512,@feedCJ We're sorry to hear your order wasn't as expected. Have you already reached out about this? We're here to help! -A'Shantie,AmazonHelp
94,2021-12-02 17:05:26+00:00,1466453465199255562,"@EuVenus226 Olá!
Sentimos pelo inconveniente...
Pedimos que nos contate pelo https://t.co/qGpkDwGRhX. Selecione as opções relativas ao problema e, após, escolha o atendimento por ""Chat"" ou ""Telefone"" para um atendimento instantâneo.
1/2",AmazonHelp
95,2021-12-02 17:05:19+00:00,1466453436552077314,"@Isaiah_Barnes37 We're sorry to hear this. Without providing personal or account information, do you have a current order or issue we can assist you with? We'd love the chance to help! -Christy",AmazonHelp
96,2021-12-02 17:05:07+00:00,1466453385373224961,@AmazonHelp I tried that it isn’t working. Could you please provide me with a phone number so i could speak to someone directly??,FitNik85
97,2021-12-02 17:05:02+00:00,1466453364632428549,@AmazonHelp estar está... o problema é que eu não tenho mais notícias do pedido desde domingo! 😔🤧,letharumi
98,2021-12-02 17:04:56+00:00,1466453338816397316,"@AmazonHelp Well I pretty much just outlined my entire issue with ludicrous system of purchasing music, which clearly won't be fixed anytime soon, but whatever....",benjaminteacher
99,2021-12-02 17:04:55+00:00,1466453335263748101,"@AmazonHelp Yes I am. I got an email saying Disney plus was cancelled which I paid annual for. Go to login, enter pw, https://t.co/Ku9ZLurHq8",MoraskScott
100,2021-12-02 17:04:52+00:00,1466453323079421957,@AmazonHelp 01/12,LeoAnac
101,2021-12-02 17:04:50+00:00,1466453315672326148,@nathipeace @rosilva_vet @AmazonHelp KKKKKKKKKK amei 🤏🤏🤏,luizapeace
102,2021-12-02 17:04:27+00:00,1466453218595164164,@MoraskScott Apologies! Are you currently able to sign in to your account without any trouble? -Paula,AmazonHelp
103,2021-12-02 17:04:25+00:00,1466453210571419648,@AmazonHelp bonjour je n'ai pas du tout reçu le bon tee shirt commandé sur votre site.....,Elobe83
104,2021-12-02 17:04:09+00:00,1466453143148023821,"@rosilva_vet @AmazonHelp @luizapeace olha, mana kkkkkk",nathipeace
105,2021-12-02 17:04:08+00:00,1466453138605551620,@AmazonHelp Amazon is the designated carrier.,nattyappgas
106,2021-12-02 17:04:07+00:00,1466453135153668096,@TheCoolTripathi Apologies for the inconvenience. We get your concern regarding Amazon Prime Video. Kindly reach out to our support team here: https://t.co/yPysT90L86 for further assistance. Appreciate your patience and understanding. -Paul,AmazonHelp
107,2021-12-02 17:04:03+00:00,1466453119198543875,"@LeoAnac Olá, como vai?
Poderia nos confirmar qual a data estimada de entrega de seu pedido? 
-Tai",AmazonHelp
108,2021-12-02 17:03:46+00:00,1466453046775488519,@FitNik85 Thank you for that information. We're sorry to hear this. You can view available return or replacement options for your order here: https://t.co/sa4jRlMZzs. Please let us know if these options were helpful. -Erin,AmazonHelp
109,2021-12-02 17:03:34+00:00,1466452997215506448,"@AmazonHelp @Iamcaseycraig Yea, Amazon… there isn’t any personally identifiably information on that screenshot. I think what you meant to say was “We don’t want you sharing our stupid mistake for everyone to see, so kindly delete the tweet”. To which I say… it’s about to get retweeted.",kewlwhip
110,2021-12-02 17:03:29+00:00,1466452977116450825,@DanielAspley Hello there! Thanks for clarifying. A list of supported devices and instructions about how to watch can be found at this link: https://t.co/pB905j5ojF. -Ronda,AmazonHelp
111,2021-12-02 17:02:53+00:00,1466452824942858242,"@andyofficialTUS As informed earlier, please reply to the email with your insight, and we'll further look into this for you.  -Manju",AmazonHelp
112,2021-12-02 17:02:52+00:00,1466452821675585538,@AmazonHelp Ainda sem receber meu pedido. A transportadora SEQUOIA se perdeu e eu sem os itens que deviam chegar dia 29/11 🤡,Mon_Torreao
113,2021-12-02 17:02:49+00:00,1466452806437539840,@AmazonHelp No they simply denied to help me out.,amans1ngla
114,2021-12-02 17:02:34+00:00,1466452745691574280,"@ricracrose Thanks for taking the time to express your concerns. For security purposes, we don't have access to accounts on Twitter. Please contact us via chat or phone here: https://t.co/hApLpMlfHN, and we can take a closer look into this with you. Keep us updated! -Bre",AmazonHelp
115,2021-12-02 17:02:31+00:00,1466452734660460546,@AmazonHelp No saben o tienen prohibido usar el timbre? https://t.co/hDlG1KhSdn,chilaquilSLP
116,2021-12-02 17:02:31+00:00,1466452730764042249,"@AmazonHelp Do YOU AMAZON, sale my info? 4 day old acct, getting calls from international thieves! Don’t believe in coincidence, or is this someone on insidevgiving our info?",SuzieQ02142575
117,2021-12-02 17:02:29+00:00,1466452725298876432,@AmazonHelp The link you gave me was for the tour. But I had more questions.,DJ_HAWTDAWG
118,2021-12-02 17:02:10+00:00,1466452644172427269,@AmazonHelp I don't understand the question,MoraskScott
119,2021-12-02 17:02:08+00:00,1466452634500481035,@MoraskScott We're very sorry to hear that! Are you currently unable to access your account? We'd like to help in any way we can. -Paula,AmazonHelp
120,2021-12-02 17:02:04+00:00,1466452621229801472,"@fight863 بإمكانك التواصل مع قسم الدعم من خلال الرابط التالي:
https://t.co/0hpxoKYZPs.
 - سهيله",AmazonHelp
121,2021-12-02 17:01:53+00:00,1466452574324682760,"@AmazonHelp ありがとうございます！
そう言ってもらえるだけで有りがたいです！わざわざ、ありがうございました🙇",X57SHQUm1HZgHZt
122,2021-12-02 17:01:52+00:00,1466452571028172808,"@Shallow_Mochi ご返信ありがとうございます。
恐れ入りますが、よろしくお願いいたします。村田",AmazonHelp
123,2021-12-02 17:01:49+00:00,1466452556511518720,"@AmazonHelp They are not understanding my concern, I tried to convey my issue but its like they don't want to listen. You tell me what should I do...?",andyofficialTUS
124,2021-12-02 17:01:43+00:00,1466452531224133638,"@_amahoshi_star せっかくご注文いただいたのにお手間をお掛けしてしまい申し訳ございません。
同様のご迷惑をお掛けしないよう配送サービス全体の改善に努めてまいりますので、お気づきの点があれば遠慮なくご指摘くだされば幸いです。白井",AmazonHelp
125,2021-12-02 17:01:27+00:00,1466452466233446401,"@smilingvulture1 Tap the Font icon in the lower right corner of the screen. It looks like a capital and lowercase A (Aa). To decrease the font size, tap the Aa on the left side of the screen. To increase the font size, tap the Aa on the right side of the screen. We hope this helps. -Waya",AmazonHelp
126,2021-12-02 17:01:16+00:00,1466452418535862284,"@WhiteGravios ご返信ありがとうございます。
恐れ入りますが、よろしくお願いいたします。村田",AmazonHelp
127,2021-12-02 17:01:14+00:00,1466452411560640515,"@uknowvasu We get your concern. For more details about the product, please visit the product details page. -Manju",AmazonHelp
128,2021-12-02 17:01:14+00:00,1466452409303986179,@AmazonHelp わざわざありがとうございますですー,Shallow_Mochi
129,2021-12-02 17:01:01+00:00,1466452354199289861,@AmazonHelp チャットにて担当の方に繋がり、配送手配をしていただけました。急ぎで使用できなかった物は残念でしたが、他にも購入している品もあるので、引き続きよろしくお願いいたします。,_amahoshi_star
130,2021-12-02 17:01:01+00:00,1466452353582829571,@AmazonHelp I’ve already taken the tour but they said there was a Q &amp; A at the end and I forgot about it. I had some questions and I would like to post those answers on my blog.,DJ_HAWTDAWG
131,2021-12-02 17:00:54+00:00,1466452326579937286,"@strategistjas We're sorry to hear this. Without providing any account or personal information, please elaborate your concern so that we can assist accordingly. Is there an issue with a current delivery? Let us know! -Donald",AmazonHelp
132,2021-12-02 17:00:52+00:00,1466452316492640264,"@dmanstoit Hi there. Without giving any personal information, can you please tell us more about your issue? Are you experiencing a delay with a recent order? -Ava",AmazonHelp
133,2021-12-02 17:00:49+00:00,1466452305788780556,"@siralysson Você já tentou desinstalar o app e instala-lo novamente? Se caso ainda não, pedimos gentilmente que tente!
Nos informe se conseguiu por gentileza.
-Tai",AmazonHelp
134,2021-12-02 17:00:48+00:00,1466452300822728720,"@Shallow_Mochi お問い合わせ例。
デジタルコンテンツ-Kindle本、プライムビデオ、音楽など＞AmazonMusic(アマゾンミュージック)＞楽曲の再生とダウンロードの問題＞カスタマーサービスへ連絡
村田",AmazonHelp
135,2021-12-02 17:00:38+00:00,1466452259429048325,"@anieDrella Gracias por la información, te agradecemos por reportar esta situación. Igualmente te recomendamos no ingresar a los enlaces que se envían por ese tipo de medios.
-Marcos",AmazonHelp
136,2021-12-02 17:00:36+00:00,1466452249492836355,"@Shallow_Mochi 
ご返信ありがとうございます。
お問い合わせ項目は、カスタマーサービスの担当者に詳細をお伝えいただければ問題ございません為、カスタマーサービスへお繋ぎできる方法であれば、どちらをお選びいただいても大丈夫です。村田",AmazonHelp
